ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4213085,Source1,2,2022-06-07 08:23:30,2022-06-07 09:29:00,33.668623,-112.123558,33.66855,-112.082963,2.334,Stationary traffic on Loop 101 E - Pima Fwy E - AZ-101 Loop E from 35th Ave/Exit 22 (Agua Fria Fwy/AZ-101) to 7th Ave/Exit 25 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop E,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2022-06-07 08:53:00,86.0,86.0,24.0,28.21,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4270163,Source1,2,2022-06-29 19:20:00,2022-06-29 20:07:00,33.516726,-112.112265,33.542682,-112.112284,1.793,Slow traffic on I-17 N - Black Canyon Fwy N from Camelback Rd/Exit 203 (I-17) to Glendale Ave/Exit 205 (I-17) due to accident.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2022-06-29 18:51:00,102.0,102.0,22.0,28.63,10.0,SSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-706482,Source2,2,2022-02-17 08:45:49,2022-02-17 09:30:32,33.50946,-112.100082,,,0.0,Crash on Camelback Rd at 19th Ave.,W Camelback Rd,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2022-02-17 08:51:00,53.0,53.0,55.0,28.99,10.0,SSE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4530154,Source1,2,2022-05-02 13:27:00,2022-05-03 01:44:00,33.868813,-112.145785,33.923875,-112.143048,3.808,Construction on I-17 NB near W ANTHEM WAY Road closed. Take alternate route.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85086,US,US/Mountain,KDVT,2022-05-02 13:53:00,85.0,,15.0,28.22,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4089061,Source1,2,2022-08-03 09:48:42,2022-08-03 11:07:59,33.305215999999994,-111.956472,33.305278,-111.956472,0.004,Incident on N BECK AVE near W CHANDLER BLVD Expect delays., W Chandler Blvd,Chandler,Maricopa,AZ,85226-3354,US,US/Mountain,KCHD,2022-08-03 09:47:00,91.0,91.0,34.0,28.6,10.0,SE,6.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5448917,Source1,2,2022-03-21 13:57:30,2022-03-21 15:40:04,33.28270554526671,-111.81860089248742,33.283795545266706,-111.82996089248743,0.66,Incident on AZ-202-LOOP WB near MCQUEEN RD Right shoulder closed.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2022-03-21 13:47:00,72.0,72.0,14.0,28.61,10.0,W,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-715479,Source2,3,2022-02-10 05:58:18,2022-02-10 06:27:45,33.462708,-112.206657,,,0.0,Right lane blocked due to crash on I-10 Eastbound at Exit 137 67th Ave.,I-10 E,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-02-10 05:58:00,63.0,63.0,21.0,28.87,10.0,NNE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-683145,Source2,2,2022-03-09 16:35:31,2022-03-09 17:05:15,33.462124,-112.151855,,,0.0,Crash on I-10 Westbound at Exit 140 / 43rd Ave.,I-10,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-03-09 16:58:00,71.0,71.0,11.0,28.66,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-544419,Source2,2,2022-08-06 05:00:35,2022-08-06 05:49:19,33.28698,-111.841057,,,0.0,HOV lane blocked due to crash on AZ-202-LOOP Eastbound near Exit 47 AZ-87 Arizona Ave.,AZ-202 Loop E,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2022-08-06 06:47:00,84.0,84.0,58.0,28.54,10.0,S,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4954775,Source1,2,2022-12-09 07:37:00,2022-12-09 07:57:00,33.465477,-112.038017,33.471575,-112.038459,0.422,Slow traffic on AZ-51 N from I-10 (AZ-51) to Thomas Rd/Exit 2 (AZ-51) due to accident.,AZ-51 N,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,2022-12-09 07:51:00,47.0,47.0,68.0,28.9,10.0,CALM,0.0,0.0,Fair,False,False,True,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4620599,Source1,2,2022-02-05 11:34:30,2022-02-05 13:37:30,33.461615,-112.072427,33.461805,-112.042904,1.702,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 7th Ave/Exit 144 (I-10) to Washington St/Exit 148 (I-10) due to accident.,Hance Deck Park Tunnel,Phoenix,Maricopa,AZ,85004,US,US/Mountain,KPHX,2022-02-05 11:51:00,60.0,60.0,12.0,29.01,10.0,E,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4768924,Source1,2,2022-04-02 21:34:28,2022-04-02 22:52:31,33.429308,-111.895325,33.429311,-111.893903,0.0819999999999999,Incident on E RIO SALADO PW near S RIVER DR Drive with caution.,S River Dr,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-04-02 21:51:00,82.0,82.0,14.0,28.67,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4344949,Source1,2,2022-02-04 15:45:00,2022-02-04 18:02:24,33.482285,-112.186406,33.480508,-112.187307,0.133,Slow traffic from W Catalina Dr to N 60th Ave due to accident., N 59th Ave,Phoenix,Maricopa,AZ,85033-5809,US,US/Mountain,KGEU,2022-02-04 15:58:00,64.0,64.0,9.0,29.15,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-709018,Source2,3,2022-02-15 17:48:26,2022-02-15 18:51:40,33.462093,-112.049942,,,0.0,Lane blocked due to crash on I-10 Westbound at Exit 146 16th St.,I-10 W,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,2022-02-15 17:51:00,75.0,75.0,10.0,28.45,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-612513,Source2,2,2022-05-24 15:36:04,2022-05-24 16:04:44,33.408096,-111.891281,,,0.0,Lane blocked due to crash on AZ-101-LOOP Southbound at Broadway Rd.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-05-24 15:51:00,97.0,97.0,5.0,28.52,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4141127,Source1,2,2022-12-10 19:18:30,2022-12-10 19:40:30,33.435071,-111.938501,33.435176,-111.933447,0.291,Stationary traffic on AZ-202 Loop E - Red Mountain Fwy E from N Center Pkwy/Exit 6 (AZ-202 Loop/Red Mountain Fwy) to Scottsdale Rd/Exit 7 (AZ-202 Loop/Red Mountain Fwy) due to accident.,AZ-202 Loop E,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-12-10 18:51:00,56.0,56.0,62.0,28.84,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-742724,Source2,3,2022-01-19 06:54:45,2022-01-19 07:25:00,33.462685,-112.220184,,,0.0,Right lane blocked due to accident on I-10 Eastbound at 75th Ave.,I-10 W,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-01-19 06:58:00,45.0,45.0,95.0,28.89,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-672619,Source2,2,2022-03-18 04:46:34,2022-03-18 05:46:24,33.596443,-111.891525,,,0.0,Crash on AZ-101-LOOP Northbound at Exit 40 Cactus Rd.,E Cactus Rd,Scottsdale,Maricopa,AZ,85260,US,US/Mountain,KSDL,2022-03-18 04:53:00,55.0,55.0,34.0,28.33,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4297140,Source1,2,2022-02-09 08:02:30,2022-02-09 08:55:00,33.343166,-111.893326,33.369782,-111.893499,1.839,Slow traffic on AZ-101 Loop N - Price Fwy N - Loop 101 N from Warner Rd/Exit 58 (Price Fwy/AZ-101) to Guadalupe Rd/Exit 56 (Price Fwy/AZ-101) due to accident.,Price Fwy N,Chandler,Maricopa,AZ,85224,US,US/Mountain,KCHD,2022-02-09 07:47:00,45.0,45.0,53.0,28.8,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-700364,Source2,2,2022-02-23 08:03:52,2022-02-23 08:33:22,33.582279,-111.891052,,,0.0,Left lane blocked due to crash on AZ-101-LOOP Southbound at Exit 41 Shea Blvd.,E Shea Blvd,Scottsdale,Maricopa,AZ,85258,US,US/Mountain,KSDL,2022-02-23 07:53:00,51.0,51.0,68.0,28.22,10.0,S,8.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4311545,Source1,2,2022-04-24 10:12:58,2022-04-24 11:32:07,33.382558,-111.98616,33.38225,-111.986157,0.021,Incident on S 44TH ST near E CARTER DR Expect delays., E Carter Dr,Phoenix,Maricopa,AZ,85042,US,US/Mountain,KPHX,2022-04-24 09:51:00,71.0,71.0,13.0,28.74,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-619613,Source2,2,2022-05-17 12:50:36,2022-05-17 13:49:34,33.370521999999994,-111.89343999999998,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Southbound before Guadalupe Rd.,AZ-101-LOOP,Tempe,Maricopa,AZ,85283,US,US/Mountain,KPHX,2022-05-17 11:51:00,91.0,91.0,11.0,28.68,10.0,N,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-543190,Source2,3,2022-08-08 08:38:51,2022-08-08 09:22:37,33.47929,-112.11322,,,0.0,Right hand shoulder blocked due to crash on I-17 Southbound at Thomas Rd.,I-17,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-08-08 08:51:00,87.0,87.0,43.0,28.77,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-580904,Source2,3,2022-06-28 10:18:00,2022-06-28 11:02:47,33.42868,-112.0662,,,0.0,Right lane blocked due to crash on I-17 Southbound at Exit 195B Maricopa Fwy.,I-17,Phoenix,Maricopa,AZ,85004,US,US/Mountain,KPHX,2022-06-28 09:51:00,94.0,94.0,30.0,28.82,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-570536,Source2,2,2022-07-10 15:00:09,2022-07-10 15:28:30,33.462151,-112.021492,,,0.0,Right lane blocked due to crash on AZ-202-LOOP Eastbound after 24th Street.,AZ-202-LOOP,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2022-07-10 14:51:00,110.0,110.0,14.0,28.7,10.0,E,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4907514,Source1,2,2022-03-14 14:31:48,2022-03-14 16:04:23,33.28489422782285,-111.7614161962902,33.29135422782285,-111.7499161962902,0.8,Incident on AZ-202-LOOP EB near S SANTAN VILLAGE PKWY Right shoulder closed.,,Gilbert,Maricopa,AZ,85297,US,US/Mountain,KIWA,2022-03-14 14:50:00,77.0,77.0,12.0,28.67,10.0,WNW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-554517,Source2,1,2022-07-27 06:03:01,2022-07-27 06:32:40,33.462471,-112.130913,,,0.0,Left hand shoulder blocked due to crash on I-10 Eastbound at Exit 141 35th Ave.,I-10,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-07-27 05:51:00,86.0,86.0,51.0,28.7,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3982162,Source1,2,2022-01-10 18:00:30,2022-01-10 19:03:30,33.587134000000006,-112.117046,33.567659,-112.117429,1.346,Slow traffic on Black Canyon Fwy S - I-17 S from Cactus Rd/Exit 209 (I-17) to Dunlap Ave/Exit 207 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85029,US,US/Mountain,KDVT,2022-01-10 17:53:00,68.0,68.0,21.0,28.61,10.0,E,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4684785,Source1,2,2022-02-27 03:30:00,2022-02-27 04:49:31,33.506721,-111.972037,33.507455,-111.971682,0.055,Incident on N ARCADIA DR near E PALOMINO RD Expect delays., N Arcadia Dr,Phoenix,Maricopa,AZ,85018,US,US/Mountain,KPHX,2022-02-27 03:51:00,51.0,51.0,28.0,29.05,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4701422,Source1,2,2022-04-01 14:09:30,2022-04-01 18:15:30,33.656974,-111.919026,33.672552,-111.994372,4.465,Slow traffic on Pima Fwy W - Loop 101 W - AZ-101 Loop W from Hayden Rd/Exit 35 (Pima Fwy/AZ-101) to AZ-51/Exit 29 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop W,Scottsdale,Maricopa,AZ,85255,US,US/Mountain,KSDL,2022-04-01 13:53:00,80.0,80.0,19.0,28.21,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-615800,Source2,2,2022-05-20 06:36:14,2022-05-20 07:51:33,33.409668,-111.89113600000002,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Northbound near Exit 52 University Dr.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-05-20 06:51:00,72.0,72.0,19.0,28.43,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3865712,Source1,2,2022-03-24 15:27:04,2022-03-24 16:48:40,33.357705,-112.42471299999998,33.357644,-112.424911,0.012,Incident on ESTRELLA PW near HOUSE 9800 Expect delays., S Estrella Pkwy,Goodyear,Maricopa,AZ,85338-7114,US,US/Mountain,KGYR,2022-03-24 15:47:00,84.0,84.0,6.0,28.96,10.0,VAR,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4918833,Source1,2,2022-12-22 14:12:00,2022-12-22 16:24:30,33.489047,-111.887953,33.424577,-111.891336,4.459,Slow traffic on Price Fwy S - Loop 101 S - Pima Fwy S - AZ-101 Loop S from Indian School Rd/Exit 47 (Pima Fwy/AZ-101) to University Dr/Exit 52 (Price Fwy/AZ-101) due to accident.,AZ-101 Loop S,Scottsdale,Maricopa,AZ,85256,US,US/Mountain,KFFZ,2022-12-22 13:51:00,64.0,64.0,29.0,28.85,10.0,SSW,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-594112,Source2,3,2022-06-14 06:36:40,2022-06-14 07:21:22,33.392761,-111.967407,,,0.0,Right lane blocked due to crash on I-10 Westbound near US-60.,I-10,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-06-14 06:51:00,82.0,82.0,28.0,28.56,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-620758,Source2,2,2022-05-16 14:09:27,2022-05-16 15:08:37,33.42511,-111.891006,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Northbound near AZ-202-LOOP.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-05-16 13:53:00,100.0,100.0,5.0,28.58,10.0,SE,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-577137,Source2,3,2022-07-01 17:23:57,2022-07-01 18:23:01,33.461861,-112.119858,,,0.0,Right lane blocked due to crash on I-10 Eastbound before Exit 142 27th Ave.,I-10,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-07-01 17:51:00,107.0,107.0,14.0,28.56,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4476442,Source1,2,2022-02-19 03:10:00,2022-02-19 04:30:23,33.76492381079786,-111.49403214401484,33.797413810797856,-111.49171214401484,2.249,Incident on AZ-87 NB near BALLENTINE TRAILHEAD Drive with caution.,Beeline Hwy,Scottsdale,Maricopa,AZ,85262,US,US/Mountain,KSDL,2022-02-19 02:53:00,48.0,48.0,37.0,28.46,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4104523,Source1,2,2022-12-29 23:20:06,2022-12-30 00:39:12,33.434125,-112.340572,33.434258,-112.340164,0.025,Incident on E BUCKEYE RD near S DYSART RD Expect delays.,CR-85,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,2022-12-29 20:47:00,57.0,57.0,77.0,28.95,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4211930,Source1,2,2022-04-18 00:30:11,2022-04-18 01:51:01,33.662155,-112.064921,33.662571,-112.064927,0.029,Incident on N 7TH ST near E UTOPIA RD Expect delays., N 7th Pl,Phoenix,Maricopa,AZ,85024-1741,US,US/Mountain,KDVT,2022-04-18 00:53:00,67.0,67.0,18.0,28.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5432125,Source1,2,2022-03-20 09:44:38,2022-03-20 11:09:40,33.4136617182092,-111.6381204122942,33.402481718209195,-111.6404504122942,0.784,Incident on AZ-202-LOOP EB near BROADWAY RD Drive with caution.,AZ-202-LOOP,Mesa,Maricopa,AZ,85207,US,US/Mountain,KFFZ,2022-03-20 09:51:00,66.0,66.0,32.0,28.59,10.0,W,18.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-729383,Source2,3,2022-01-30 18:27:39,2022-01-30 19:12:20,33.444805,-112.55629,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound near Exit 117 Watson Rd.,I-10 W,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2022-01-30 18:35:00,61.0,61.0,29.0,28.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5064355,Source1,2,2022-07-20 06:17:00,2022-07-20 09:55:00,33.4626,-112.13169,33.461436,-112.077271,3.138,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 43rd Ave/Exit 140 (I-10) to 7th Ave/Exit 144 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-07-20 05:51:00,94.0,94.0,30.0,28.75,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4972179,Source1,2,2022-05-19 17:51:42,2022-05-19 19:12:38,33.638141999999995,-112.237525,33.639148,-112.237092,0.074,Incident on AZ-101-LOOP NB near SKUNK CRK Right lane blocked. Expect delays.,Agua Fria Fwy,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,2022-05-19 17:53:00,95.0,95.0,8.0,28.06,10.0,W,20.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3841956,Source1,2,2022-09-26 11:35:30,2022-09-26 12:11:00,33.28738332,-111.84671044,33.28735332,-111.86430044,1.016,Slow traffic on AZ-202 Loop W - Santan Fwy W from AZ-87/Arizona Ave (AZ-202 Loop/Santan Fwy) to Alma School Rd (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2022-09-26 11:47:00,97.0,97.0,22.0,28.61,10.0,E,12.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5217289,Source1,4,2022-09-23 02:47:00,2022-09-23 05:39:21,33.46211314,-112.10227132,33.46746314,-112.11048132,0.6,Crash. Interchange ramp closed on ramp from I-10 Westbound to I-17 Northbound,143A,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-09-23 02:51:00,84.0,84.0,58.0,28.68,10.0,ENE,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,True,False,False,False,False,False,False,Night,Night,Night,Night
A-4489782,Source1,2,2022-11-08 09:19:46,2022-11-08 10:40:05,33.604834999999994,-111.976726,33.604994,-111.977246,0.032,Incident on E PARADISE VILLAGE PW near N TATUM BLVD Expect delays., E Paradise Village Pkwy,Scottsdale,Maricopa,AZ,85254,US,US/Mountain,KSDL,2022-11-08 08:53:00,62.0,62.0,43.0,28.34,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3732231,Source1,2,2022-08-04 07:40:00,2022-08-04 09:29:30,33.571454,-112.1173,33.542679,-112.112451,2.008,Stationary traffic on Black Canyon Fwy S - I-17 S from Peoria Ave/Exit 208 (I-17) to Glendale Ave/Exit 205 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2022-08-04 07:53:00,76.0,76.0,85.0,28.35,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
