ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-513989,Source2,3,2022-09-07 07:17:23,2022-09-07 07:45:57,33.461246,-112.504143,,,0.0,Right lane blocked due to crash on I-10 Eastbound near Exit 120 Verrado Way.,N Verrado Way,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2022-09-07 07:15:00,81.0,81.0,74.0,28.92,5.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514735,Source2,3,2022-09-06 16:24:27,2022-09-06 16:53:45,33.461475,-112.076881,,,0.0,Right lane blocked due to crash on I-10 Eastbound at Exits 144 144A 7th Ave.,I-10,Phoenix,Maricopa,AZ,85003,US,US/Mountain,KPHX,2022-09-06 16:17:00,108.0,108.0,12.0,28.64,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514736,Source2,2,2022-09-06 16:21:51,2022-09-06 17:21:04,33.668964,-112.086006,,,0.0,Center lane blocked due to crash on AZ-101-LOOP Westbound at Exit 25 Beardsley Rd.,AZ-101-LOOP,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2022-09-06 15:53:00,107.0,107.0,13.0,28.25,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514921,Source2,3,2022-09-06 15:27:27,2022-09-06 15:56:10,33.438931,-112.108017,,,0.0,Left lane blocked due to crash on I-17 Southbound at Exits 197 198 199A Black Canyon Fwy.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-09-06 15:51:00,108.0,108.0,12.0,28.65,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-514975,Source2,3,2022-09-06 14:47:15,2022-09-06 15:16:32,33.461475,-112.076973,,,0.0,Center lane blocked due to crash on I-10 Eastbound at Exits 144 144A 7th Ave.,I-10,Phoenix,Maricopa,AZ,85003,US,US/Mountain,KPHX,2022-09-06 14:51:00,108.0,108.0,12.0,28.67,10.0,SSE,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515090,Source2,2,2022-09-06 10:08:53,2022-09-06 10:37:08,34.631321,-112.357262,,,0.0,Left lane blocked due to crash on AZ-89-ALT Westbound at Exit 322 Glassford Hill Rd.,AZ-89-ALT,Prescott Valley,Yavapai,AZ,86314,US,US/Mountain,KPRC,2022-09-06 09:53:00,79.0,79.0,38.0,25.11,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515163,Source2,2,2022-09-06 09:50:30,2022-09-06 10:35:06,33.770302,-112.25,,,0.0,Left lane blocked due to crash on AZ-303-LOOP Northbound near Exit 131 Lake Pleasant Pkwy.,AZ-303 Loop S,Peoria,Maricopa,AZ,85383,US,US/Mountain,KDVT,2022-09-06 09:53:00,95.0,95.0,22.0,28.32,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515216,Source2,1,2022-09-06 08:45:10,2022-09-06 09:14:54,32.245708,-110.958038,,,0.1099999994039535,Crash on Tyndall Ave Northbound from Linden St to Waverly St.,N Tyndall Ave,Tucson,Pima,AZ,85719-3555,US,US/Mountain,KDMA,2022-09-06 08:56:00,82.0,82.0,29.0,27.19,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515217,Source2,1,2022-09-06 08:45:40,2022-09-06 09:15:29,32.250542,-110.916191,,,0.2000000029802322,Crash on Grant Rd Eastbound from Palo Verde Ave to Richey Ave.,E Grant Rd,Tucson,Pima,AZ,85716-2933,US,US/Mountain,KDMA,2022-09-06 08:56:00,82.0,82.0,29.0,27.19,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515218,Source3,1,2022-09-06 08:44:12,2022-09-06 09:28:59,32.46051,-111.234154,,,0.0,Crash on Marana Rd at Sanders Rd.,N Sanders Rd,Marana,Pima,AZ,85653,US,US/Mountain,KRYN,2022-09-06 09:45:00,90.0,90.0,21.0,27.49,10.0,E,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515237,Source2,2,2022-09-06 08:17:18,2022-09-06 09:04:12,33.654629,-111.908119,,,0.0,Lane blocked due to crash on AZ-101-LOOP Eastbound at Exit 35 Hayden Rd.,AZ-101 Loop W,Scottsdale,Maricopa,AZ,85255,US,US/Mountain,KSDL,2022-09-06 07:53:00,85.0,85.0,37.0,28.25,7.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515245,Source2,2,2022-09-06 04:56:34,2022-09-06 05:41:23,33.273788,-111.18528,,,0.0,Right lane blocked due to crash on US-60 Westbound at Nf-231.,E US Highway 60,Superior,Pinal,AZ,85173,US,US/Mountain,KP08,2022-09-06 04:56:00,84.0,84.0,28.0,28.32,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-515246,Source2,1,2022-09-06 08:06:26,2022-09-06 08:36:09,33.3866,-111.719559,,,0.0,Lane blocked due to crash on US-60 Westbound at Exit 186 Higley Rd.,S Higley Rd,Mesa,Maricopa,AZ,85206,US,US/Mountain,KFFZ,2022-09-06 07:51:00,88.0,88.0,27.0,28.68,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515333,Source2,1,2022-09-06 06:07:28,2022-09-06 06:37:13,32.33757,-111.10128799999998,,,0.0,Crash on Bobcat Ridge Trl at Ina Rd.,N Bobcat Ridge Trl,Tucson,Pima,AZ,85743-8349,US,US/Mountain,KRYN,2022-09-06 09:45:00,90.0,90.0,21.0,27.49,10.0,E,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515334,Source2,1,2022-09-06 06:42:09,2022-09-06 07:11:58,33.362919,-112.173553,,,0.0,Crash on 53rd Ave at Dobbins Rd.,S 53rd Ave,Laveen,Maricopa,AZ,85339,US,US/Mountain,KPHX,2022-09-06 06:51:00,88.0,88.0,28.0,28.64,10.0,ESE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-515335,Source2,1,2022-09-06 06:21:49,2022-09-06 07:07:04,33.551651,-112.259506,,,0.0,Crash on Northern Ave at 93rd Ave.,W Northern Ave,Glendale,Maricopa,AZ,85305-1103,US,US/Mountain,KGEU,2022-09-06 05:56:00,85.0,85.0,38.0,28.66,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515599,Source2,2,2022-09-06 04:53:35,2022-09-06 05:38:43,33.436096,-111.926163,,,0.0,Two lanes blocked due to crash on AZ-202-LOOP Westbound at Exit 7 Scottsdale Rd.,N Scottsdale Rd,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-09-06 04:51:00,90.0,90.0,28.0,28.62,10.0,ESE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-515600,Source2,1,2022-09-06 05:19:46,2022-09-06 06:05:46,33.437038,-112.187233,,,0.0,Crash on 59th Ave at CR-85 Buckeye Rd.,S Mountain Fwy,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-09-06 04:56:00,86.0,86.0,35.0,28.65,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-515806,Source2,1,2022-09-06 04:22:11,2022-09-06 05:08:03,33.537724,-112.237701,,,0.0,Crash on 83rd Ave at Glendale Ave.,N 83rd Ave,Glendale,Maricopa,AZ,85303,US,US/Mountain,KGEU,2022-09-06 03:56:00,87.0,87.0,32.0,28.64,10.0,WNW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-516109,Source2,1,2022-09-05 20:28:20,2022-09-05 21:43:53,34.116264,-109.915802,,,0.0,Crash on AZ-260 Westbound at Latigo Way.,E White Mountain Blvd,Pinetop-Lakeside,Navajo,AZ,85935,US,US/Mountain,KSOW,2022-09-05 20:35:00,75.0,75.0,44.0,23.83,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-516110,Source2,1,2022-09-05 20:07:45,2022-09-05 20:34:57,35.863514,-109.5951,,,0.0,Crash on US-191 Northbound near Ganado.,US-191,Ganado,Apache,AZ,86505,US,US/Mountain,KRQE,2022-09-05 19:53:00,79.0,79.0,17.0,23.53,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-516183,Source2,3,2022-09-05 16:45:05,2022-09-05 17:59:20,32.270767,-111.010246,,,0.0,Right lane blocked due to crash on I-10 Eastbound at Exit 254 Business Center Dr.,N Freeway Rd,Tucson,Pima,AZ,85705,US,US/Mountain,KDMA,2022-09-05 16:56:00,100.0,100.0,15.0,27.04,10.0,SSE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-516214,Source2,3,2022-09-05 16:06:02,2022-09-05 17:03:49,33.60239,-114.514038,,,0.0,Frontage road closed due to crash on I-10 Eastbound at Exit 1 Juneau Ave.,I-10,Cibola,La Paz,AZ,85328,US,US/Pacific,KBLH,2022-09-05 15:52:00,111.0,111.0,14.0,29.25,10.0,SSE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-516295,Source2,3,2022-09-05 15:00:01,2022-09-05 15:59:23,33.444805,-112.55629,,,0.0,Left lane blocked due to crash on I-10 Eastbound at Exit 117 Watson Rd.,I-10 W,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2022-09-05 14:55:00,106.0,106.0,15.0,28.68,10.0,ESE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-516408,Source2,3,2022-09-05 11:25:17,2022-09-05 11:54:31,33.46228,-112.154396,,,0.0,Right lane blocked due to crash on I-10 Westbound at Exit 140 43rd Ave.,I-10,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-09-05 10:56:00,98.0,98.0,21.0,28.71,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-516409,Source2,2,2022-09-05 07:36:00,2022-09-05 08:36:26,34.207138,-112.801453,,,0.0,Right lane blocked due to crash on AZ-89 Northbound at Deep Creek Rd .,AZ-89,Yarnell,Yavapai,AZ,85362,US,US/Mountain,KPRC,2022-09-05 07:53:00,63.0,63.0,63.0,25.08,10.0,SSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-516429,Source2,3,2022-09-05 12:10:30,2022-09-05 13:09:47,33.457966,-112.342651,,,0.0,Lane blocked due to crash on I-10 Westbound at Exit 129 Dysart Rd.,I-10,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,2022-09-05 11:47:00,100.0,100.0,21.0,28.84,10.0,ENE,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-516786,Source2,2,2022-09-05 04:07:12,2022-09-05 05:01:39,33.437569,-111.958611,,,0.0,Left lane blocked due to crash on AZ-202-LOOP Westbound at Exit 5 Center Pkwy.,AZ-202 Loop W,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-09-05 03:51:00,90.0,90.0,26.0,28.61,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-516954,Source2,3,2022-09-04 19:23:34,2022-09-04 20:13:06,33.462845,-112.164421,,,0.0,Left lane blocked due to crash on I-10 Westbound near AZ-202-LOOP.,I-10,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-09-04 18:56:00,105.0,105.0,15.0,28.58,10.0,SSE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-517010,Source2,3,2022-09-04 14:16:43,2022-09-04 15:02:48,35.190025,-109.437225,,,0.0,Right lane blocked due to crash on I-40 Eastbound near Exit 333 / US-191.,I-40 W,Chambers,Apache,AZ,86502,US,US/Mountain,KRQE,2022-09-04 13:53:00,82.0,82.0,24.0,23.65,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517119,Source2,3,2022-09-04 06:31:55,2022-09-04 07:47:20,33.624268,-114.434242,,,0.0,Left lane blocked due to crash on I-10 Eastbound near Exit 5 Tom Wells Rd.,I-10 E,Cibola,La Paz,AZ,85328,US,US/Pacific,KBLH,2022-09-04 06:52:00,88.0,88.0,53.0,29.45,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517124,Source2,1,2022-09-04 08:30:30,2022-09-04 08:59:57,33.219173,-111.919899,,,0.0,Right hand shoulder blocked due to crash on I-10 Westbound near Exit 167 Riggs Rd.,E Riggs Rd,Chandler,Maricopa,AZ,85248,US,US/Mountain,KCHD,2022-09-04 08:47:00,88.0,88.0,38.0,28.65,10.0,ENE,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517163,Source2,3,2022-09-04 06:02:11,2022-09-04 06:46:47,33.410839,-111.995811,,,0.0,Lane blocked due to crash on I-10 Eastbound near Exit 152 40th St.,I-10,Phoenix,Maricopa,AZ,85040,US,US/Mountain,KPHX,2022-09-04 05:51:00,90.0,90.0,39.0,28.73,10.0,ENE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-517277,Source2,2,2022-09-03 15:51:25,2022-09-03 16:20:16,33.385677,-111.647057,,,0.0,Right lane blocked due to crash on AZ-202-LOOP Eastbound near Exit 30A / US-60 .,AZ-202 Loop N,Mesa,Maricopa,AZ,85209,US,US/Mountain,KIWA,2022-09-03 16:47:00,106.0,106.0,20.0,28.43,10.0,SSE,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517287,Source2,3,2022-09-03 15:49:20,2022-09-03 16:18:33,33.967575,-112.128677,,,0.0,Left lane blocked due to crash on I-17 Northbound at Exit 236 / Table Mesa Rd.,Black Canyon Fwy S,New River,Maricopa,AZ,85087,US,US/Mountain,KDVT,2022-09-03 15:53:00,104.0,104.0,17.0,28.27,10.0,SSE,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517514,Source2,3,2022-09-03 04:45:59,2022-09-03 05:42:46,33.460941,-112.08551,,,0.0,HOV lane blocked due to crash on I-10 Eastbound at Exit 144B 5th Ave.,I-10,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,2022-09-03 04:51:00,89.0,89.0,45.0,28.67,10.0,N,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-517556,Source2,1,2022-09-01 16:04:30,2022-09-01 22:26:50,32.249191,-110.973412,,,0.0,Crash on 9th Ave at Sahuaro St.,W Sahuaro St,Tucson,Pima,AZ,85705-5543,US,US/Mountain,KDMA,2022-09-01 15:56:00,95.0,95.0,28.0,27.05,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517557,Source2,1,2022-09-01 16:40:23,2022-09-01 22:26:47,33.798378,-110.504684,,,0.0,Crash on US-60 Westbound near Primitive Rd.,N Highway 60,Globe,Gila,AZ,85501,US,US/Mountain,KP08,2022-09-01 16:56:00,103.0,103.0,22.0,28.23,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-517564,Source2,2,2022-09-02 14:51:46,2022-09-02 15:51:07,33.581184,-112.259521,,,0.0,Left lane blocked due to crash on AZ-101-LOOP Southbound at Exit 10 Peoria Ave.,AZ-101 Loop N,Peoria,Maricopa,AZ,85345,US,US/Mountain,KGEU,2022-09-02 14:56:00,102.0,102.0,24.0,28.64,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
